product_id,product_name,quantity,snapshot_date
71,good health peanut butter pretzels,1005.7314285714286,2022-12-31
72,ostrim meat sticks,1011.7571428571429,2022-12-31
73,banana chips,1011.9885714285717,2022-12-31
74,natures blend,1009.2,2022-12-31
75,lenny and larry vegan cookies,1012.4699999999998,2022-12-31
76,greek yogurt pretzels,1008.9371428571424,2022-12-31
77,cups 20 oz,4526.42285714286,2022-12-31
78,cups 32 oz,4547.8142857142875,2022-12-31
79,cups 40 oz,4595.699999999999,2022-12-31
80,straws,5669.937142857145,2022-12-31
1,100% cocoa,4192.856569110509,2022-12-30
2,almond butter,2223.3401377792097,2022-12-30
3,almond,2400.5253751779524,2022-12-30
4,apple blueberry juice blend,3267.6324997304146,2022-12-30
5,apple juice blend,2073.4354025489665,2022-12-30
6,apple pineapple juice blend,3497.8786556040914,2022-12-30
7,banana,16419.749495426244,2022-12-30
8,blueberries (wild),2338.1743170437903,2022-12-30
9,butter pecan ice cream,2100.5953481813917,2022-12-30
10,califia farms almond milk,2901.3601161874735,2022-12-30
11,carrots - organic,2169.5578104387923,2022-12-30
12,cinnamon,2237.9483837073676,2022-12-30
13,coconut water,2471.981727943599,2022-12-30
14,cold brew coffee,2895.6169927632423,2022-12-30
15,dairy whey blend,2882.5075707065675,2022-12-30
16,dates,3785.3674920072963,2022-12-30
17,diet down enhancer,2357.985922796539,2022-12-30
18,electrolyte blend,2537.6169925005183,2022-12-30
19,energy boost enhancer,2167.3374842349454,2022-12-30
20,espresso,2322.3314931369064,2022-12-30
21,fiber blend enhancer,2723.537177849034,2022-12-30
22,fitaid paleo protein enhancer,2247.127219990618,2022-12-30
23,ginger - organic,2215.9671569641664,2022-12-30
24,gladiator protein chocolate,2246.9170412071894,2022-12-30
25,gladiator protein strawberry,2081.9578201049458,2022-12-30
26,gladiator protein vanilla,2960.1101459438455,2022-12-30
27,greek nonfat yogurt,2591.1083968763915,2022-12-30
28,gut health enhancer,2152.499652112741,2022-12-30
29,hulk blend,2926.36254780508,2022-12-30
30,immune support enhancer,2253.9860236482064,2022-12-30
31,joint health enhancer with collagen,2264.7509866297587,2022-12-30
32,kale - organic,2190.384638835965,2022-12-30
33,keto protein blend,2182.8344637839446,2022-12-30
34,kiwi apple juice blend,2763.718466789147,2022-12-30
35,lean1 chocolate protein,2290.262759120682,2022-12-30
36,lean1 vanilla protein,2108.033150982234,2022-12-30
37,mangoes,2568.43987564171,2022-12-30
38,matcha green tea,2191.4400237699288,2022-12-30
39,metabolism boost enhancer,2362.4703582785487,2022-12-30
40,multivitamin enhancer,2354.4632645942766,2022-12-30
41,muscle builder enhancer,2197.27596514853,2022-12-30
42,nonfat milk,3049.5577169891703,2022-12-30
43,nutrient blend,2338.8031342358095,2022-12-30
44,oatmilk by califia farms,2243.799059910442,2022-12-30
45,orange juice blend,2214.0329702560994,2022-12-30
46,papaya juice blend,4641.795280300062,2022-12-30
47,peanut butter,2281.119990579825,2022-12-30
48,pear juice blend,2209.013240030627,2022-12-30
49,pear passion fruit juice blend,2335.6072119594396,2022-12-30
50,pineapple,3527.1151017014668,2022-12-30
51,probiotic powder enhancer,2150.460758743638,2022-12-30
52,protein blend,6738.278644536227,2022-12-30
53,pumpkin - organic,2284.026030792059,2022-12-30
54,pure recharge enhancer,2055.8734161882235,2022-12-30
55,raspberries,2202.745973403324,2022-12-30
56,spice blend,2353.1057536046987,2022-12-30
57,spinach - organic,2166.9135199113084,2022-12-30
58,stevia plant-based sweetener,3301.2549426728715,2022-12-30
59,strawberries - no sugar,3504.3944113876782,2022-12-30
60,strawberries - added sugar,5012.485353853462,2022-12-30
61,sunwarrior organic plant-based protein,2194.4834274409377,2022-12-30
62,super grains enhancer,2213.1378934596687,2022-12-30
63,tart cherries,2358.6849211061535,2022-12-30
64,turbinado,6546.306172446838,2022-12-30
65,vanilla frozen yogurt,2345.473503627326,2022-12-30
66,whey protein,2372.0579706163926,2022-12-30
67,white grape lemon juice blend,2270.8031051298904,2022-12-30
68,milk chocolate almonds,1003.8157142857146,2022-12-30
69,dark chocolate cashews,993.9200000000003,2022-12-30
70,greek yogurt trail mix,995.9828571428571,2022-12-30
71,good health peanut butter pretzels,988.2214285714286,2022-12-30
72,ostrim meat sticks,1004.5171428571429,2022-12-30
73,banana chips,1004.7485714285717,2022-12-30
74,natures blend,995.75,2022-12-30
75,lenny and larry vegan cookies,1003.1699999999998,2022-12-30
76,greek yogurt pretzels,993.4271428571424,2022-12-30
77,cups 20 oz,3940.74285714286,2022-12-30
78,cups 32 oz,3950.3242857142877,2022-12-30
79,cups 40 oz,3991.1799999999994,2022-12-30
80,straws,3882.2471428571444,2022-12-30
1,100% cocoa,4469.546090769843,2022-12-29
2,almond butter,2304.576251305361,2022-12-29
3,almond,2506.599517246289,2022-12-29
4,apple blueberry juice blend,3390.439839635703,2022-12-29
5,apple juice blend,2191.794256028168,2022-12-29
6,apple pineapple juice blend,3722.3309088380124,2022-12-29
7,banana,17273.438712370666,2022-12-29
8,blueberries (wild),2448.545350098631,2022-12-29
9,butter pecan ice cream,2205.9152582044567,2022-12-29
10,califia farms almond milk,3058.7313754785155,2022-12-29
11,carrots - organic,2270.0371411780866,2022-12-29
12,cinnamon,2246.3483837073672,2022-12-29
13,coconut water,2659.953813081777,2022-12-29
14,cold brew coffee,3023.9560808788087,2022-12-29
15,dairy whey blend,2982.099554578827,2022-12-29
16,dates,3992.183609505059,2022-12-29
17,diet down enhancer,2357.985922796539,2022-12-29
18,electrolyte blend,2616.236030262575,2022-12-29
19,energy boost enhancer,2167.3374842349454,2022-12-29
20,espresso,2322.3314931369064,2022-12-29
21,fiber blend enhancer,2863.299687178365,2022-12-29
22,fitaid paleo protein enhancer,2287.2911425906204,2022-12-29
23,ginger - organic,2236.150031883515,2022-12-29
24,gladiator protein chocolate,2337.5914318932114,2022-12-29
25,gladiator protein strawberry,2101.831364762442,2022-12-29
26,gladiator protein vanilla,3105.355653212748,2022-12-29
27,greek nonfat yogurt,2686.819951414088,2022-12-29
28,gut health enhancer,2152.499652112741,2022-12-29
29,hulk blend,2964.272667418285,2022-12-29
30,immune support enhancer,2288.4997865802893,2022-12-29
31,joint health enhancer with collagen,2291.1509866297583,2022-12-29
32,kale - organic,2259.5690938290327,2022-12-29
33,keto protein blend,2204.0344637839444,2022-12-29
34,kiwi apple juice blend,2830.2760183403498,2022-12-29
35,lean1 chocolate protein,2376.4520021907347,2022-12-29
36,lean1 vanilla protein,2165.6422107456915,2022-12-29
37,mangoes,2723.109170882262,2022-12-29
38,matcha green tea,2191.4400237699288,2022-12-29
39,metabolism boost enhancer,2426.022121825356,2022-12-29
40,multivitamin enhancer,2354.4632645942766,2022-12-29
41,muscle builder enhancer,2197.27596514853,2022-12-29
42,nonfat milk,3229.225165369463,2022-12-29
43,nutrient blend,2357.9698818370234,2022-12-29
44,oatmilk by califia farms,2265.5693963474714,2022-12-29
45,orange juice blend,2309.013887598051,2022-12-29
46,papaya juice blend,4800.029721265047,2022-12-29
47,peanut butter,2343.923758815469,2022-12-29
48,pear juice blend,2288.548740109017,2022-12-29
49,pear passion fruit juice blend,2383.542561197412,2022-12-29
50,pineapple,3711.9896857539916,2022-12-29
51,probiotic powder enhancer,2150.460758743638,2022-12-29
52,protein blend,6972.162068481001,2022-12-29
53,pumpkin - organic,2284.026030792059,2022-12-29
54,pure recharge enhancer,2110.163828981717,2022-12-29
55,raspberries,2303.8674533651847,2022-12-29
56,spice blend,2353.1057536046987,2022-12-29
57,spinach - organic,2234.6909063541902,2022-12-29
58,stevia plant-based sweetener,3446.7703156755924,2022-12-29
59,strawberries - no sugar,3790.1982381119274,2022-12-29
60,strawberries - added sugar,5297.884594927281,2022-12-29
61,sunwarrior organic plant-based protein,2445.628650339734,2022-12-29
62,super grains enhancer,2255.0782848485846,2022-12-29
63,tart cherries,2502.4997724950667,2022-12-29
64,turbinado,6982.429411174679,2022-12-29
65,vanilla frozen yogurt,2381.4126005904063,2022-12-29
66,whey protein,2396.205162203509,2022-12-29
67,white grape lemon juice blend,2358.233220054214,2022-12-29
68,milk chocolate almonds,1006.8157142857146,2022-12-29
69,dark chocolate cashews,995.9200000000003,2022-12-29
70,greek yogurt trail mix,997.9828571428571,2022-12-29
71,good health peanut butter pretzels,990.2214285714286,2022-12-29
72,ostrim meat sticks,1005.5171428571429,2022-12-29
73,banana chips,1005.7485714285717,2022-12-29
74,natures blend,996.75,2022-12-29
75,lenny and larry vegan cookies,1003.1699999999998,2022-12-29
76,greek yogurt pretzels,996.4271428571424,2022-12-29
77,cups 20 oz,4032.74285714286,2022-12-29
78,cups 32 oz,4045.3242857142877,2022-12-29
79,cups 40 oz,4094.1799999999994,2022-12-29
80,straws,4172.247142857144,2022-12-29
1,100% cocoa,4735.138024056909,2022-12-28
2,almond butter,2350.000589754423,2022-12-28
3,almond,2565.2394542862626,2022-12-28
4,apple blueberry juice blend,3528.221915271216,2022-12-28
5,apple juice blend,2279.8465850611306,2022-12-28
6,apple pineapple juice blend,3907.437465973503,2022-12-28
7,banana,18099.07605546922,2022-12-28
8,blueberries (wild),2541.115225833934,2022-12-28
9,butter pecan ice cream,2309.9693374572857,2022-12-28
10,califia farms almond milk,3151.853623167798,2022-12-28
11,carrots - organic,2342.6134222402675,2022-12-28
12,cinnamon,2254.548383707367,2022-12-28
13,coconut water,2849.040815618268,2022-12-28
14,cold brew coffee,3175.861289298148,2022-12-28
15,dairy whey blend,3052.2695127589673,2022-12-28
16,dates,4251.851975232021,2022-12-28
17,diet down enhancer,2357.985922796539,2022-12-28
18,electrolyte blend,2679.0318451027056,2022-12-28
19,energy boost enhancer,2167.3374842349454,2022-12-28
20,espresso,2322.3314931369064,2022-12-28
21,fiber blend enhancer,2945.0091194478764,2022-12-28
22,fitaid paleo protein enhancer,2326.4987813191938,2022-12-28
23,ginger - organic,2255.910044756147,2022-12-28
24,gladiator protein chocolate,2450.7945443308063,2022-12-28
25,gladiator protein strawberry,2141.578454077433,2022-12-28
26,gladiator protein vanilla,3186.7949636859357,2022-12-28
27,greek nonfat yogurt,2849.4577431364055,2022-12-28
28,gut health enhancer,2152.499652112741,2022-12-28
29,hulk blend,3008.948423044146,2022-12-28
30,immune support enhancer,2334.216914006322,2022-12-28
31,joint health enhancer with collagen,2311.550986629758,2022-12-28
32,kale - organic,2329.5196092906044,2022-12-28
33,keto protein blend,2214.234463783944,2022-12-28
34,kiwi apple juice blend,2871.68556989039,2022-12-28
35,lean1 chocolate protein,2454.1455649227423,2022-12-28
36,lean1 vanilla protein,2194.4038735510694,2022-12-28
37,mangoes,2860.199330858335,2022-12-28
38,matcha green tea,2191.4400237699288,2022-12-28
39,metabolism boost enhancer,2449.369711260153,2022-12-28
40,multivitamin enhancer,2354.4632645942766,2022-12-28
41,muscle builder enhancer,2197.27596514853,2022-12-28
42,nonfat milk,3493.0221676008928,2022-12-28
43,nutrient blend,2400.3169031046605,2022-12-28
44,oatmilk by califia farms,2285.9496206388244,2022-12-28
45,orange juice blend,2416.107346254819,2022-12-28
46,papaya juice blend,4918.1033723403425,2022-12-28
47,peanut butter,2424.5293177205767,2022-12-28
48,pear juice blend,2395.8595493386383,2022-12-28
49,pear passion fruit juice blend,2449.683192367242,2022-12-28
50,pineapple,3825.436932479582,2022-12-28
51,probiotic powder enhancer,2150.460758743638,2022-12-28
52,protein blend,7291.621183629331,2022-12-28
53,pumpkin - organic,2284.026030792059,2022-12-28
54,pure recharge enhancer,2174.534778028417,2022-12-28
55,raspberries,2379.4887484424344,2022-12-28
56,spice blend,2353.1057536046987,2022-12-28
57,spinach - organic,2277.099293074733,2022-12-28
58,stevia plant-based sweetener,3571.3056848125398,2022-12-28
59,strawberries - no sugar,4130.11061179769,2022-12-28
60,strawberries - added sugar,5581.988313075054,2022-12-28
61,sunwarrior organic plant-based protein,2617.340451561735,2022-12-28
62,super grains enhancer,2283.171879107862,2022-12-28
63,tart cherries,2678.3103573698263,2022-12-28
64,turbinado,7404.740044860562,2022-12-28
65,vanilla frozen yogurt,2394.5610506988505,2022-12-28
66,whey protein,2426.8922181788034,2022-12-28
67,white grape lemon juice blend,2419.194209106516,2022-12-28
68,milk chocolate almonds,1007.8157142857146,2022-12-28
69,dark chocolate cashews,997.9200000000003,2022-12-28
70,greek yogurt trail mix,998.9828571428571,2022-12-28
71,good health peanut butter pretzels,994.2214285714286,2022-12-28
72,ostrim meat sticks,1006.5171428571429,2022-12-28
73,banana chips,1005.7485714285717,2022-12-28
74,natures blend,999.75,2022-12-28
75,lenny and larry vegan cookies,1003.1699999999998,2022-12-28
76,greek yogurt pretzels,998.4271428571424,2022-12-28
77,cups 20 oz,4134.74285714286,2022-12-28
78,cups 32 oz,4133.324285714288,2022-12-28
79,cups 40 oz,4195.179999999999,2022-12-28
80,straws,4463.247142857144,2022-12-28
1,100% cocoa,5029.408589922126,2022-12-27
2,almond butter,2392.918651177415,2022-12-27
3,almond,2655.459963887251,2022-12-27
4,apple blueberry juice blend,3696.4448704110105,2022-12-27
5,apple juice blend,2396.400487740252,2022-12-27
6,apple pineapple juice blend,4096.786654123294,2022-12-27
7,banana,19026.515291302923,2022-12-27
8,blueberries (wild),2624.468693854117,2022-12-27
9,butter pecan ice cream,2380.8024335213354,2022-12-27
10,califia farms almond milk,3233.8371157119814,2022-12-27
11,carrots - organic,2391.868691031629,2022-12-27
12,cinnamon,2266.348383707367,2022-12-27
13,coconut water,3040.464374360219,2022-12-27
14,cold brew coffee,3292.9920184198622,2022-12-27
15,dairy whey blend,3142.2933371527565,2022-12-27
16,dates,4456.992037956654,2022-12-27
17,diet down enhancer,2357.985922796539,2022-12-27
18,electrolyte blend,2757.52397442175,2022-12-27
19,energy boost enhancer,2167.3374842349454,2022-12-27
20,espresso,2322.3314931369064,2022-12-27
21,fiber blend enhancer,3051.5733269700117,2022-12-27
22,fitaid paleo protein enhancer,2382.9195297334822,2022-12-27
23,ginger - organic,2280.73292825725,2022-12-27
24,gladiator protein chocolate,2600.9947459614355,2022-12-27
25,gladiator protein strawberry,2161.4519987349286,2022-12-27
26,gladiator protein vanilla,3310.423372692076,2022-12-27
27,greek nonfat yogurt,2914.830262131086,2022-12-27
28,gut health enhancer,2152.499652112741,2022-12-27
29,hulk blend,3042.1175728823855,2022-12-27
30,immune support enhancer,2356.463092077945,2022-12-27
31,joint health enhancer with collagen,2319.750986629758,2022-12-27
32,kale - organic,2374.2865563692208,2022-12-27
33,keto protein blend,2221.434463783944,2022-12-27
34,kiwi apple juice blend,2938.1553305687426,2022-12-27
35,lean1 chocolate protein,2509.8714858227663,2022-12-27
36,lean1 vanilla protein,2226.0354506726344,2022-12-27
37,mangoes,3006.7837497853584,2022-12-27
38,matcha green tea,2191.4400237699288,2022-12-27
39,metabolism boost enhancer,2491.13329959612,2022-12-27
40,multivitamin enhancer,2354.4632645942766,2022-12-27
41,muscle builder enhancer,2197.27596514853,2022-12-27
42,nonfat milk,3761.5480636890325,2022-12-27
43,nutrient blend,2432.6276756467346,2022-12-27
44,oatmilk by califia farms,2307.7397327845006,2022-12-27
45,orange juice blend,2494.972043678638,2022-12-27
46,papaya juice blend,5095.7283389468985,2022-12-27
47,peanut butter,2550.4651483474595,2022-12-27
48,pear juice blend,2484.145274537042,2022-12-27
49,pear passion fruit juice blend,2513.8965841684762,2022-12-27
50,pineapple,3939.5963926697855,2022-12-27
51,probiotic powder enhancer,2150.460758743638,2022-12-27
52,protein blend,7609.43936940114,2022-12-27
53,pumpkin - organic,2284.026030792059,2022-12-27
54,pure recharge enhancer,2274.8479691516727,2022-12-27
55,raspberries,2536.816720147932,2022-12-27
56,spice blend,2353.1057536046987,2022-12-27
57,spinach - organic,2346.246504899502,2022-12-27
58,stevia plant-based sweetener,3712.83594818421,2022-12-27
59,strawberries - no sugar,4413.341913735568,2022-12-27
60,strawberries - added sugar,5888.742098949004,2022-12-27
61,sunwarrior organic plant-based protein,2728.195560423285,2022-12-27
62,super grains enhancer,2298.618676237501,2022-12-27
63,tart cherries,2791.7098583130896,2022-12-27
64,turbinado,7797.433605360814,2022-12-27
65,vanilla frozen yogurt,2401.1352757530726,2022-12-27
66,whey protein,2429.407550635795,2022-12-27
67,white grape lemon juice blend,2491.5299273016653,2022-12-27
68,milk chocolate almonds,1009.8157142857146,2022-12-27
69,dark chocolate cashews,999.9200000000003,2022-12-27
70,greek yogurt trail mix,1000.9828571428571,2022-12-27
71,good health peanut butter pretzels,997.2214285714286,2022-12-27
72,ostrim meat sticks,1006.5171428571429,2022-12-27
73,banana chips,1007.7485714285717,2022-12-27
74,natures blend,1002.75,2022-12-27
75,lenny and larry vegan cookies,1005.1699999999998,2022-12-27
76,greek yogurt pretzels,1000.4271428571424,2022-12-27
77,cups 20 oz,4232.74285714286,2022-12-27
78,cups 32 oz,4227.324285714288,2022-12-27
79,cups 40 oz,4290.179999999999,2022-12-27
80,straws,4750.247142857144,2022-12-27
1,100% cocoa,5348.64413488243,2022-12-26
2,almond butter,2461.5883027173163,2022-12-26
3,almond,2757.4863758742663,2022-12-26
4,apple blueberry juice blend,3892.7490556745724,2022-12-26
5,apple juice blend,2477.708469656085,2022-12-26
6,apple pineapple juice blend,4274.861117044097,2022-12-26
7,banana,19916.04790491774,2022-12-26
8,blueberries (wild),2711.0936819213093,2022-12-26
9,butter pecan ice cream,2498.6001591765166,2022-12-26
10,califia farms almond milk,3408.674675926858,2022-12-26
11,carrots - organic,2447.0391992619784,2022-12-26
12,cinnamon,2279.3483837073663,2022-12-26
13,coconut water,3159.4587147842085,2022-12-26
14,cold brew coffee,3467.677114546724,2022-12-26
15,dairy whey blend,3233.298424690055,2022-12-26
16,dates,4721.4873585149035,2022-12-26
17,diet down enhancer,2357.985922796539,2022-12-26
18,electrolyte blend,2850.0371861307076,2022-12-26
19,energy boost enhancer,2167.3374842349454,2022-12-26
20,espresso,2322.3314931369064,2022-12-26
21,fiber blend enhancer,3192.56631788757,2022-12-26
22,fitaid paleo protein enhancer,2445.077981376343,2022-12-26
23,ginger - organic,2321.024397898504,2022-12-26
24,gladiator protein chocolate,2703.111553133724,2022-12-26
25,gladiator protein strawberry,2184.336686522348,2022-12-26
26,gladiator protein vanilla,3434.0898088657013,2022-12-26
27,greek nonfat yogurt,2970.976319086805,2022-12-26
28,gut health enhancer,2152.499652112741,2022-12-26
29,hulk blend,3085.9801169330044,2022-12-26
30,immune support enhancer,2380.170126022129,2022-12-26
31,joint health enhancer with collagen,2329.3509866297577,2022-12-26
32,kale - organic,2446.5471748995174,2022-12-26
33,keto protein blend,2237.8344637839436,2022-12-26
34,kiwi apple juice blend,3022.352701973239,2022-12-26
35,lean1 chocolate protein,2602.8923345170997,2022-12-26
36,lean1 vanilla protein,2270.0649956155726,2022-12-26
37,mangoes,3190.698777633002,2022-12-26
38,matcha green tea,2191.4400237699288,2022-12-26
39,metabolism boost enhancer,2550.90052421799,2022-12-26
40,multivitamin enhancer,2354.4632645942766,2022-12-26
41,muscle builder enhancer,2197.27596514853,2022-12-26
42,nonfat milk,4105.076937682998,2022-12-26
43,nutrient blend,2446.4560319946545,2022-12-26
44,oatmilk by califia farms,2327.825999653496,2022-12-26
45,orange juice blend,2572.167167344761,2022-12-26
46,papaya juice blend,5229.872782031165,2022-12-26
47,peanut butter,2657.201703853594,2022-12-26
48,pear juice blend,2585.4688250245113,2022-12-26
49,pear passion fruit juice blend,2569.9348997154216,2022-12-26
50,pineapple,4058.341534541254,2022-12-26
51,probiotic powder enhancer,2150.460758743638,2022-12-26
52,protein blend,7943.112418978837,2022-12-26
53,pumpkin - organic,2284.026030792059,2022-12-26
54,pure recharge enhancer,2364.900020304444,2022-12-26
55,raspberries,2669.4613169789595,2022-12-26
56,spice blend,2353.1057536046987,2022-12-26
57,spinach - organic,2432.2199448536007,2022-12-26
58,stevia plant-based sweetener,3869.555232500413,2022-12-26
59,strawberries - no sugar,4620.140298032642,2022-12-26
60,strawberries - added sugar,6211.35454849686,2022-12-26
61,sunwarrior organic plant-based protein,2829.5491337185777,2022-12-26
