item_id,product_id,price,amount
278,44,0.99,3.0
279,59,0.99,3.0
281,51,0.99,3.0
283,39,0.99,3.0
284,26,0.99,3.0
286,60,0.99,3.0
288,37,0.99,3.0
289,41,0.99,3.0
290,54,0.99,3.0
291,32,0.99,3.0
295,55,0.99,3.0
296,19,0.99,3.0
297,33,0.99,3.0
298,39,0.99,3.0
299,61,0.99,3.0
300,10,0.99,3.0
301,2,0.99,3.0
302,24,0.99,3.0
304,65,0.99,3.0
307,39,0.99,3.0
311,54,0.99,3.0
312,37,0.99,3.0
313,27,0.99,3.0
319,25,0.99,3.0
320,51,0.99,3.0
321,63,0.99,3.0
322,62,0.99,3.0
324,39,0.99,3.0
326,59,0.99,3.0
327,24,0.99,3.0
329,24,0.99,3.0
330,17,0.99,3.0
333,66,0.99,3.0
334,2,0.99,3.0
335,7,0.99,3.0
336,24,0.99,3.0
337,37,0.99,3.0
338,17,0.99,3.0
339,61,0.99,3.0
340,2,0.99,3.0
341,24,0.99,3.0
343,37,0.99,3.0
348,26,0.99,3.0
349,59,0.99,3.0
351,8,0.99,3.0
352,25,0.99,3.0
353,41,0.99,3.0
355,51,0.99,3.0
367,51,0.99,3.0
368,8,0.99,3.0
371,62,0.99,3.0
375,28,0.99,3.0
376,47,0.99,3.0
377,8,0.99,3.0
379,65,0.99,3.0
381,24,0.99,3.0
382,60,0.99,3.0
383,51,0.99,3.0
384,22,0.99,3.0
388,36,0.99,3.0
391,35,0.99,3.0
392,8,0.99,3.0
394,7,0.99,3.0
397,54,0.99,3.0
398,54,0.99,3.0
399,19,0.99,3.0
401,10,0.99,3.0
402,50,0.99,3.0
403,36,0.99,3.0
405,61,0.99,3.0
408,17,0.99,3.0
409,54,0.99,3.0
410,55,0.99,3.0
412,32,0.99,3.0
415,3,0.99,3.0
419,7,0.99,3.0
420,65,0.99,3.0
422,7,0.99,3.0
427,40,0.99,3.0
430,17,0.99,3.0
431,32,0.99,3.0
434,33,0.99,3.0
435,57,0.99,3.0
436,44,0.99,3.0
437,50,0.99,3.0
439,66,0.99,3.0
441,51,0.99,3.0
442,19,0.99,3.0
443,10,0.99,3.0
444,57,0.99,3.0
445,25,0.99,3.0
446,51,0.99,3.0
448,31,0.99,3.0
450,17,0.99,3.0
451,62,0.99,3.0
452,59,0.99,3.0
459,66,0.99,3.0
460,36,0.99,3.0
461,61,0.99,3.0
462,19,0.99,3.0
463,17,0.99,3.0
464,28,0.99,3.0
465,24,0.99,3.0
466,26,0.99,3.0
467,66,0.99,3.0
469,37,0.99,3.0
470,47,0.99,3.0
471,41,0.99,3.0
474,17,0.99,3.0
475,44,0.99,3.0
477,62,0.99,3.0
479,22,0.99,3.0
481,66,0.99,3.0
482,36,0.99,3.0
485,41,0.99,3.0
486,31,0.99,3.0
487,36,0.99,3.0
490,37,0.99,3.0
491,8,0.99,3.0
492,19,0.99,3.0
493,2,0.99,3.0
496,22,0.99,3.0
497,26,0.99,3.0
499,63,0.99,3.0
501,65,0.99,3.0
503,61,0.99,3.0
504,63,0.99,3.0
506,19,0.99,3.0
507,63,0.99,3.0
518,30,0.99,3.0
519,50,0.99,3.0
520,19,0.99,3.0
521,62,0.99,3.0
522,32,0.99,3.0
525,25,0.99,3.0
526,8,0.99,3.0
528,51,0.99,3.0
530,60,0.99,3.0
531,8,0.99,3.0
533,62,0.99,3.0
538,66,0.99,3.0
539,3,0.99,3.0
540,30,0.99,3.0
541,26,0.99,3.0
543,22,0.99,3.0
544,31,0.99,3.0
547,65,0.99,3.0
551,19,0.99,3.0
552,61,0.99,3.0
553,26,0.99,3.0
554,30,0.99,3.0
555,37,0.99,3.0
556,66,0.99,3.0
557,8,0.99,3.0
559,47,0.99,3.0
560,61,0.99,3.0
564,44,0.99,3.0
565,32,0.99,3.0
566,2,0.99,3.0
567,50,0.99,3.0
571,3,0.99,3.0
573,3,0.99,3.0
578,61,0.99,3.0
579,41,0.99,3.0
580,25,0.99,3.0
582,30,0.99,3.0
583,10,0.99,3.0
584,51,0.99,3.0
585,63,0.99,3.0
586,3,0.99,3.0
587,19,0.99,3.0
588,55,0.99,3.0
589,33,0.99,3.0
592,36,0.99,3.0
593,62,0.99,3.0
595,47,0.99,3.0
596,39,0.99,3.0
597,26,0.99,3.0
598,8,0.99,3.0
600,10,0.99,3.0
602,54,0.99,3.0
603,33,0.99,3.0
604,37,0.99,3.0
605,39,0.99,3.0
606,26,0.99,3.0
607,65,0.99,3.0
609,7,0.99,3.0
610,57,0.99,3.0
611,10,0.99,3.0
613,8,0.99,3.0
614,47,0.99,3.0
617,31,0.99,3.0
619,61,0.99,3.0
621,33,0.99,3.0
622,55,0.99,3.0
623,7,0.99,3.0
627,61,0.99,3.0
629,19,0.99,3.0
630,55,0.99,3.0
634,31,0.99,3.0
636,21,0.99,3.0
637,41,0.99,3.0
640,26,0.99,3.0
641,8,0.99,3.0
643,61,0.99,3.0
644,27,0.99,3.0
646,2,0.99,3.0
647,27,0.99,3.0
650,41,0.99,3.0
655,10,0.99,3.0
657,59,0.99,3.0
660,7,0.99,3.0
661,63,0.99,3.0
662,7,0.99,3.0
663,21,0.99,3.0
664,37,0.99,3.0
666,36,0.99,3.0
668,25,0.99,3.0
669,59,0.99,3.0
670,66,0.99,3.0
671,61,0.99,3.0
672,3,0.99,3.0
673,22,0.99,3.0
674,31,0.99,3.0
675,65,0.99,3.0
678,59,0.99,3.0
681,60,0.99,3.0
682,59,0.99,3.0
687,33,0.99,3.0
689,36,0.99,3.0
690,65,0.99,3.0
691,65,0.99,3.0
692,35,0.99,3.0
693,28,0.99,3.0
694,50,0.99,3.0
695,55,0.99,3.0
696,63,0.99,3.0
697,62,0.99,3.0
698,27,0.99,3.0
700,24,0.99,3.0
701,50,0.99,3.0
702,65,0.99,3.0
703,24,0.99,3.0
706,35,0.99,3.0
707,62,0.99,3.0
708,25,0.99,3.0
711,8,0.99,3.0
712,33,0.99,3.0
713,3,0.99,3.0
714,32,0.99,3.0
716,28,0.99,3.0
717,40,0.99,3.0
721,26,0.99,3.0
722,36,0.99,3.0
725,66,0.99,3.0
727,66,0.99,3.0
728,26,0.99,3.0
729,26,0.99,3.0
733,17,0.99,3.0
734,54,0.99,3.0
735,66,0.99,3.0
738,62,0.99,3.0
739,61,0.99,3.0
740,47,0.99,3.0
741,37,0.99,3.0
743,32,0.99,3.0
744,17,0.99,3.0
745,66,0.99,3.0
747,66,0.99,3.0
748,17,0.99,3.0
753,66,0.99,3.0
754,7,0.99,3.0
756,10,0.99,3.0
760,19,0.99,3.0
762,3,0.99,3.0
763,39,0.99,3.0
764,39,0.99,3.0
765,30,0.99,3.0
767,17,0.99,3.0
768,24,0.99,3.0
769,47,0.99,3.0
770,47,0.99,3.0
771,22,0.99,3.0
772,22,0.99,3.0
773,22,0.99,3.0
775,24,0.99,3.0
783,55,0.99,3.0
785,2,0.99,3.0
786,36,0.99,3.0
787,41,0.99,3.0
788,30,0.99,3.0
789,50,0.99,3.0
790,65,0.99,3.0
791,10,0.99,3.0
795,37,0.99,3.0
796,63,0.99,3.0
797,3,0.99,3.0
798,60,0.99,3.0
800,51,0.99,3.0
805,44,0.99,3.0
806,47,0.99,3.0
809,21,0.99,3.0
812,47,0.99,3.0
813,66,0.99,3.0
814,47,0.99,3.0
815,19,0.99,3.0
818,40,0.99,3.0
819,8,0.99,3.0
821,26,0.99,3.0
822,55,0.99,3.0
823,26,0.99,3.0
824,17,0.99,3.0
825,33,0.99,3.0
826,57,0.99,3.0
828,27,0.99,3.0
829,31,0.99,3.0
830,47,0.99,3.0
831,61,0.99,3.0
832,65,0.99,3.0
834,36,0.99,3.0
835,8,0.99,3.0
845,28,0.99,3.0
848,24,0.99,3.0
849,51,0.99,3.0
853,47,0.99,3.0
855,51,0.99,3.0
856,41,0.99,3.0
857,10,0.99,3.0
861,32,0.99,3.0
862,50,0.99,3.0
863,50,0.99,3.0
867,50,0.99,3.0
869,36,0.99,3.0
873,40,0.99,3.0
876,41,0.99,3.0
877,35,0.99,3.0
878,47,0.99,3.0
879,31,0.99,3.0
882,40,0.99,3.0
884,19,0.99,3.0
885,57,0.99,3.0
886,50,0.99,3.0
889,19,0.99,3.0
892,39,0.99,3.0
895,50,0.99,3.0
897,47,0.99,3.0
899,50,0.99,3.0
900,65,0.99,3.0
901,32,0.99,3.0
904,65,0.99,3.0
905,41,0.99,3.0
907,59,0.99,3.0
908,39,0.99,3.0
909,19,0.99,3.0
911,28,0.99,3.0
913,57,0.99,3.0
917,19,0.99,3.0
918,51,0.99,3.0
921,27,0.99,3.0
923,54,0.99,3.0
924,65,0.99,3.0
925,63,0.99,3.0
927,30,0.99,3.0
929,24,0.99,3.0
932,19,0.99,3.0
933,30,0.99,3.0
937,57,0.99,3.0
938,19,0.99,3.0
939,37,0.99,3.0
940,24,0.99,3.0
942,54,0.99,3.0
944,33,0.99,3.0
947,26,0.99,3.0
950,19,0.99,3.0
951,57,0.99,3.0
952,25,0.99,3.0
955,7,0.99,3.0
956,33,0.99,3.0
957,41,0.99,3.0
958,24,0.99,3.0
959,41,0.99,3.0
961,66,0.99,3.0
963,55,0.99,3.0
966,32,0.99,3.0
967,61,0.99,3.0
969,57,0.99,3.0
971,26,0.99,3.0
972,21,0.99,3.0
973,10,0.99,3.0
975,35,0.99,3.0
977,22,0.99,3.0
978,44,0.99,3.0
979,28,0.99,3.0
980,51,0.99,3.0
982,25,0.99,3.0
983,61,0.99,3.0
985,57,0.99,3.0
986,36,0.99,3.0
987,62,0.99,3.0
988,19,0.99,3.0
989,40,0.99,3.0
990,35,0.99,3.0
993,54,0.99,3.0
994,40,0.99,3.0
997,31,0.99,3.0
999,37,0.99,3.0
1001,17,0.99,3.0
1003,24,0.99,3.0
1005,62,0.99,3.0
1006,41,0.99,3.0
1014,40,0.99,3.0
1017,25,0.99,3.0
1018,60,0.99,3.0
1019,26,0.99,3.0
1022,50,0.99,3.0
1024,37,0.99,3.0
1026,47,0.99,3.0
1027,47,0.99,3.0
1028,32,0.99,3.0
1030,50,0.99,3.0
1032,57,0.99,3.0
1033,10,0.99,3.0
1036,39,0.99,3.0
1038,60,0.99,3.0
1039,28,0.99,3.0
1040,66,0.99,3.0
1041,61,0.99,3.0
1042,47,0.99,3.0
1043,39,0.99,3.0
1045,28,0.99,3.0
1046,8,0.99,3.0
1047,61,0.99,3.0
1049,61,0.99,3.0
1052,65,0.99,3.0
1053,17,0.99,3.0
1054,39,0.99,3.0
1056,21,0.99,3.0
1057,47,0.99,3.0
1060,66,0.99,3.0
1061,24,0.99,3.0
1062,37,0.99,3.0
1065,59,0.99,3.0
1066,3,0.99,3.0
1070,57,0.99,3.0
1073,17,0.99,3.0
1076,8,0.99,3.0
1077,24,0.99,3.0
1078,27,0.99,3.0
1079,41,0.99,3.0
1080,66,0.99,3.0
1082,60,0.99,3.0
1083,60,0.99,3.0
1084,51,0.99,3.0
1087,65,0.99,3.0
1091,2,0.99,3.0
1092,8,0.99,3.0
1093,35,0.99,3.0
1099,17,0.99,3.0
1100,44,0.99,3.0
1101,55,0.99,3.0
1104,59,0.99,3.0
1105,63,0.99,3.0
1106,47,0.99,3.0
1107,22,0.99,3.0
1112,65,0.99,3.0
1113,39,0.99,3.0
1114,3,0.99,3.0
1116,28,0.99,3.0
1117,36,0.99,3.0
1119,22,0.99,3.0
1120,50,0.99,3.0
1121,61,0.99,3.0
1122,31,0.99,3.0
1124,51,0.99,3.0
1127,37,0.99,3.0
1129,31,0.99,3.0
1130,62,0.99,3.0
1131,7,0.99,3.0
1137,61,0.99,3.0
1138,22,0.99,3.0
1140,44,0.99,3.0
1142,31,0.99,3.0
1143,39,0.99,3.0
1144,37,0.99,3.0
1147,50,0.99,3.0
1148,2,0.99,3.0
1152,36,0.99,3.0
1153,50,0.99,3.0
1155,54,0.99,3.0
1156,65,0.99,3.0
1157,66,0.99,3.0
1158,39,0.99,3.0
1159,44,0.99,3.0
1160,60,0.99,3.0
1163,47,0.99,3.0
1164,41,0.99,3.0
1165,7,0.99,3.0
1166,41,0.99,3.0
1167,22,0.99,3.0
1169,37,0.99,3.0
1170,62,0.99,3.0
1173,24,0.99,3.0
1174,7,0.99,3.0
1175,17,0.99,3.0
1177,63,0.99,3.0
1178,37,0.99,3.0
1179,66,0.99,3.0
1180,19,0.99,3.0
1181,60,0.99,3.0
1182,32,0.99,3.0
1183,27,0.99,3.0
1184,66,0.99,3.0
1185,21,0.99,3.0
1186,54,0.99,3.0
1188,3,0.99,3.0
1189,47,0.99,3.0
1190,21,0.99,3.0
1192,55,0.99,3.0
1193,60,0.99,3.0
1194,35,0.99,3.0
1197,28,0.99,3.0
1199,61,0.99,3.0
1200,22,0.99,3.0
1205,21,0.99,3.0
1206,60,0.99,3.0
1208,10,0.99,3.0
1209,50,0.99,3.0
1210,54,0.99,3.0
1211,36,0.99,3.0
1212,62,0.99,3.0
1214,63,0.99,3.0
1215,37,0.99,3.0
1218,63,0.99,3.0
1219,37,0.99,3.0
1220,63,0.99,3.0
1222,63,0.99,3.0
1223,7,0.99,3.0
1224,3,0.99,3.0
1225,44,0.99,3.0
1226,8,0.99,3.0
1227,44,0.99,3.0
1228,44,0.99,3.0
1229,31,0.99,3.0
1231,22,0.99,3.0
1233,27,0.99,3.0
1235,51,0.99,3.0
1236,59,0.99,3.0
1239,61,0.99,3.0
1240,55,0.99,3.0
1241,24,0.99,3.0
1243,3,0.99,3.0
1244,50,0.99,3.0
1245,36,0.99,3.0
1246,59,0.99,3.0
1250,31,0.99,3.0
1251,35,0.99,3.0
1252,27,0.99,3.0
1253,39,0.99,3.0
1254,30,0.99,3.0
1255,36,0.99,3.0
1256,33,0.99,3.0
1258,51,0.99,3.0
1259,51,0.99,3.0
1262,61,0.99,3.0
1263,59,0.99,3.0
1264,8,0.99,3.0
1265,50,0.99,3.0
1266,66,0.99,3.0
1267,3,0.99,3.0
1268,36,0.99,3.0
1269,36,0.99,3.0
1271,24,0.99,3.0
1272,28,0.99,3.0
1273,21,0.99,3.0
1274,32,0.99,3.0
1276,59,0.99,3.0
1277,33,0.99,3.0
1278,10,0.99,3.0
1279,8,0.99,3.0
1280,61,0.99,3.0
1282,3,0.99,3.0
1283,65,0.99,3.0
1284,47,0.99,3.0
1285,55,0.99,3.0
1287,2,0.99,3.0
1289,7,0.99,3.0
1291,37,0.99,3.0
1295,41,0.99,3.0
1296,22,0.99,3.0
1297,10,0.99,3.0
1298,36,0.99,3.0
1299,3,0.99,3.0
1300,31,0.99,3.0
1303,51,0.99,3.0
1304,50,0.99,3.0
1305,21,0.99,3.0
1307,47,0.99,3.0
1308,66,0.99,3.0
1310,2,0.99,3.0
1311,27,0.99,3.0
1313,30,0.99,3.0
1316,63,0.99,3.0
1317,22,0.99,3.0
1318,17,0.99,3.0
1319,44,0.99,3.0
1321,10,0.99,3.0
1324,59,0.99,3.0
1329,65,0.99,3.0
1331,27,0.99,3.0
1332,51,0.99,3.0
1333,25,0.99,3.0
1335,32,0.99,3.0
1336,37,0.99,3.0
1337,30,0.99,3.0
1338,36,0.99,3.0
1339,47,0.99,3.0
1340,10,0.99,3.0
1341,51,0.99,3.0
1342,50,0.99,3.0
1343,57,0.99,3.0
1345,44,0.99,3.0
1346,30,0.99,3.0
1348,41,0.99,3.0
1350,54,0.99,3.0
1351,7,0.99,3.0
1354,3,0.99,3.0
1355,31,0.99,3.0
1356,41,0.99,3.0
1357,28,0.99,3.0
1359,32,0.99,3.0
1361,22,0.99,3.0
1362,26,0.99,3.0
1363,47,0.99,3.0
1364,32,0.99,3.0
1367,25,0.99,3.0
1368,54,0.99,3.0
1369,37,0.99,3.0
1371,44,0.99,3.0
1373,63,0.99,3.0
1375,30,0.99,3.0
1376,66,0.99,3.0
1377,54,0.99,3.0
1378,37,0.99,3.0
1379,57,0.99,3.0
1380,44,0.99,3.0
1382,32,0.99,3.0
1383,60,0.99,3.0
1384,41,0.99,3.0
1385,31,0.99,3.0
1387,65,0.99,3.0
1389,24,0.99,3.0
1390,65,0.99,3.0
1391,60,0.99,3.0
1392,10,0.99,3.0
1393,40,0.99,3.0
1394,57,0.99,3.0
1395,35,0.99,3.0
1398,61,0.99,3.0
1399,65,0.99,3.0
1400,8,0.99,3.0
1401,63,0.99,3.0
1402,21,0.99,3.0
1406,21,0.99,3.0
1407,35,0.99,3.0
1409,51,0.99,3.0
1410,27,0.99,3.0
1411,61,0.99,3.0
1413,10,0.99,3.0
1415,26,0.99,3.0
1416,47,0.99,3.0
1418,39,0.99,3.0
1419,28,0.99,3.0
1421,59,0.99,3.0
1425,24,0.99,3.0
1426,27,0.99,3.0
1428,60,0.99,3.0
1429,3,0.99,3.0
1430,65,0.99,3.0
1433,26,0.99,3.0
1434,63,0.99,3.0
1436,51,0.99,3.0
1437,24,0.99,3.0
1438,25,0.99,3.0
1439,25,0.99,3.0
1440,35,0.99,3.0
1441,62,0.99,3.0
1446,27,0.99,3.0
1448,40,0.99,3.0
1451,55,0.99,3.0
1453,25,0.99,3.0
1454,44,0.99,3.0
1455,51,0.99,3.0
1458,44,0.99,3.0
1460,10,0.99,3.0
1461,21,0.99,3.0
1467,62,0.99,3.0
1468,59,0.99,3.0
1471,66,0.99,3.0
1472,35,0.99,3.0
1473,54,0.99,3.0
1474,17,0.99,3.0
1477,65,0.99,3.0
1480,27,0.99,3.0
1481,40,0.99,3.0
1483,59,0.99,3.0
1484,28,0.99,3.0
1485,50,0.99,3.0
1487,55,0.99,3.0
1489,60,0.99,3.0
1491,44,0.99,3.0
1494,59,0.99,3.0
1496,3,0.99,3.0
1497,3,0.99,3.0
1498,32,0.99,3.0
1499,55,0.99,3.0
1502,7,0.99,3.0
1504,62,0.99,3.0
1505,28,0.99,3.0
1506,59,0.99,3.0
1507,24,0.99,3.0
1509,28,0.99,3.0
1512,31,0.99,3.0
1513,7,0.99,3.0
1514,31,0.99,3.0
1515,57,0.99,3.0
1516,30,0.99,3.0
1517,10,0.99,3.0
1518,59,0.99,3.0
1520,7,0.99,3.0
1521,54,0.99,3.0
1522,19,0.99,3.0
1523,37,0.99,3.0
1524,31,0.99,3.0
1526,57,0.99,3.0
1528,32,0.99,3.0
1529,31,0.99,3.0
1531,7,0.99,3.0
1532,54,0.99,3.0
1533,30,0.99,3.0
1536,33,0.99,3.0
1537,7,0.99,3.0
1538,39,0.99,3.0
1540,65,0.99,3.0
1541,44,0.99,3.0
1542,2,0.99,3.0
1544,62,0.99,3.0
1546,36,0.99,3.0
1547,36,0.99,3.0
1548,24,0.99,3.0
1549,55,0.99,3.0
1550,17,0.99,3.0
1551,21,0.99,3.0
1552,24,0.99,3.0
1553,7,0.99,3.0
1554,50,0.99,3.0
1556,21,0.99,3.0
1557,33,0.99,3.0
1558,35,0.99,3.0
1559,36,0.99,3.0
1562,30,0.99,3.0
1563,66,0.99,3.0
1564,65,0.99,3.0
1568,36,0.99,3.0
1569,35,0.99,3.0
1571,30,0.99,3.0
1574,59,0.99,3.0
1575,26,0.99,3.0
1578,63,0.99,3.0
1579,57,0.99,3.0
1580,39,0.99,3.0
1582,3,0.99,3.0
1584,39,0.99,3.0
1586,10,0.99,3.0
1588,22,0.99,3.0
1589,57,0.99,3.0
1591,54,0.99,3.0
1595,30,0.99,3.0
1596,51,0.99,3.0
1597,8,0.99,3.0
1598,60,0.99,3.0
1599,57,0.99,3.0
1602,24,0.99,3.0
1604,17,0.99,3.0
1605,59,0.99,3.0
1606,59,0.99,3.0
1608,2,0.99,3.0
1610,28,0.99,3.0
1611,62,0.99,3.0
1612,40,0.99,3.0
1615,59,0.99,3.0
1617,32,0.99,3.0
1618,62,0.99,3.0
1620,54,0.99,3.0
1622,57,0.99,3.0
1623,40,0.99,3.0
1624,66,0.99,3.0
1625,21,0.99,3.0
1626,50,0.99,3.0
1628,17,0.99,3.0
1630,60,0.99,3.0
1632,59,0.99,3.0
1633,10,0.99,3.0
1635,7,0.99,3.0
1636,59,0.99,3.0
1637,51,0.99,3.0
1638,55,0.99,3.0
1639,36,0.99,3.0
1641,54,0.99,3.0
1643,41,0.99,3.0
1645,39,0.99,3.0
1646,24,0.99,3.0
1650,51,0.99,3.0
1651,24,0.99,3.0
1653,41,0.99,3.0
1655,50,0.99,3.0
1656,3,0.99,3.0
1658,60,0.99,3.0
1659,63,0.99,3.0
1660,7,0.99,3.0
1664,7,0.99,3.0
1666,8,0.99,3.0
1672,3,0.99,3.0
1675,33,0.99,3.0
1677,47,0.99,3.0
1678,66,0.99,3.0
1680,59,0.99,3.0
1681,61,0.99,3.0
1682,32,0.99,3.0
1683,44,0.99,3.0
1684,65,0.99,3.0
1685,25,0.99,3.0
1686,37,0.99,3.0
1687,41,0.99,3.0
1688,54,0.99,3.0
1689,60,0.99,3.0
1690,66,0.99,3.0
1691,17,0.99,3.0
1692,25,0.99,3.0
1693,22,0.99,3.0
1695,25,0.99,3.0
1697,17,0.99,3.0
1698,28,0.99,3.0
1701,26,0.99,3.0
1702,62,0.99,3.0
1704,2,0.99,3.0
1705,41,0.99,3.0
1706,32,0.99,3.0
1707,17,0.99,3.0
1708,44,0.99,3.0
1715,36,0.99,3.0
1719,39,0.99,3.0
1720,3,0.99,3.0
1721,7,0.99,3.0
1722,65,0.99,3.0
1723,65,0.99,3.0
1724,51,0.99,3.0
1725,17,0.99,3.0
1726,65,0.99,3.0
1727,31,0.99,3.0
1731,33,0.99,3.0
1732,35,0.99,3.0
1735,35,0.99,3.0
1737,57,0.99,3.0
1738,44,0.99,3.0
1739,63,0.99,3.0
1740,10,0.99,3.0
1741,17,0.99,3.0
1743,41,0.99,3.0
1744,21,0.99,3.0
1745,21,0.99,3.0
1746,21,0.99,3.0
1747,28,0.99,3.0
1748,17,0.99,3.0
1749,30,0.99,3.0
1750,63,0.99,3.0
1753,31,0.99,3.0
1756,47,0.99,3.0
1757,51,0.99,3.0
1759,36,0.99,3.0
1763,27,0.99,3.0
1764,22,0.99,3.0
1765,63,0.99,3.0
1767,35,0.99,3.0
1769,57,0.99,3.0
1770,65,0.99,3.0
1771,60,0.99,3.0
1772,28,0.99,3.0
1773,32,0.99,3.0
1774,2,0.99,3.0
1776,61,0.99,3.0
1780,39,0.99,3.0
1784,61,0.99,3.0
1785,27,0.99,3.0
1786,62,0.99,3.0
1787,66,0.99,3.0
1788,8,0.99,3.0
1789,33,0.99,3.0
1790,61,0.99,3.0
1792,7,0.99,3.0
1793,62,0.99,3.0
1794,50,0.99,3.0
1797,21,0.99,3.0
1798,25,0.99,3.0
1801,44,0.99,3.0
1803,44,0.99,3.0
1804,57,0.99,3.0
1806,17,0.99,3.0
1809,10,0.99,3.0
1810,50,0.99,3.0
1811,62,0.99,3.0
1814,27,0.99,3.0
1815,17,0.99,3.0
1816,22,0.99,3.0
1817,7,0.99,3.0
1819,40,0.99,3.0
1823,33,0.99,3.0
1824,51,0.99,3.0
1825,33,0.99,3.0
1826,35,0.99,3.0
1829,62,0.99,3.0
1831,35,0.99,3.0
1834,40,0.99,3.0
1839,44,0.99,3.0
1840,51,0.99,3.0
1841,33,0.99,3.0
1842,59,0.99,3.0
1843,10,0.99,3.0
1844,26,0.99,3.0
1845,39,0.99,3.0
1847,19,0.99,3.0
1848,61,0.99,3.0
1849,22,0.99,3.0
1852,2,0.99,3.0
1853,7,0.99,3.0
1854,59,0.99,3.0
1855,65,0.99,3.0
1856,26,0.99,3.0
1860,7,0.99,3.0
1861,54,0.99,3.0
1862,59,0.99,3.0
1863,59,0.99,3.0
1865,21,0.99,3.0
1866,8,0.99,3.0
1868,39,0.99,3.0
1870,27,0.99,3.0
1871,25,0.99,3.0
1874,24,0.99,3.0
1875,35,0.99,3.0
1877,51,0.99,3.0
1878,57,0.99,3.0
1879,22,0.99,3.0
1880,62,0.99,3.0
1881,37,0.99,3.0
