item_id,product_id,price,amount
610,63,0.99,3.0
611,22,0.99,3.0
612,26,0.99,3.0
615,57,0.99,3.0
617,47,0.99,3.0
618,54,0.99,3.0
619,19,0.99,3.0
620,19,0.99,3.0
621,65,0.99,3.0
623,63,0.99,3.0
626,50,0.99,3.0
627,44,0.99,3.0
628,7,0.99,3.0
630,25,0.99,3.0
632,63,0.99,3.0
634,27,0.99,3.0
635,41,0.99,3.0
636,25,0.99,3.0
637,40,0.99,3.0
639,44,0.99,3.0
640,62,0.99,3.0
642,55,0.99,3.0
643,21,0.99,3.0
644,47,0.99,3.0
645,51,0.99,3.0
646,3,0.99,3.0
648,36,0.99,3.0
654,19,0.99,3.0
655,65,0.99,3.0
656,36,0.99,3.0
657,39,0.99,3.0
660,62,0.99,3.0
663,66,0.99,3.0
665,66,0.99,3.0
666,66,0.99,3.0
670,50,0.99,3.0
671,24,0.99,3.0
672,50,0.99,3.0
674,24,0.99,3.0
675,21,0.99,3.0
676,17,0.99,3.0
678,41,0.99,3.0
679,61,0.99,3.0
680,54,0.99,3.0
682,41,0.99,3.0
683,31,0.99,3.0
684,55,0.99,3.0
686,40,0.99,3.0
687,26,0.99,3.0
688,61,0.99,3.0
689,63,0.99,3.0
690,54,0.99,3.0
692,59,0.99,3.0
693,22,0.99,3.0
698,59,0.99,3.0
699,24,0.99,3.0
700,24,0.99,3.0
703,65,0.99,3.0
708,41,0.99,3.0
709,7,0.99,3.0
710,44,0.99,3.0
711,65,0.99,3.0
712,41,0.99,3.0
714,41,0.99,3.0
716,22,0.99,3.0
717,8,0.99,3.0
718,65,0.99,3.0
720,28,0.99,3.0
722,55,0.99,3.0
725,22,0.99,3.0
727,41,0.99,3.0
728,51,0.99,3.0
729,44,0.99,3.0
731,39,0.99,3.0
732,17,0.99,3.0
733,3,0.99,3.0
734,2,0.99,3.0
735,24,0.99,3.0
736,22,0.99,3.0
737,41,0.99,3.0
738,21,0.99,3.0
739,17,0.99,3.0
741,30,0.99,3.0
743,24,0.99,3.0
746,36,0.99,3.0
748,10,0.99,3.0
749,55,0.99,3.0
750,21,0.99,3.0
752,62,0.99,3.0
754,63,0.99,3.0
755,27,0.99,3.0
759,54,0.99,3.0
761,47,0.99,3.0
763,66,0.99,3.0
764,41,0.99,3.0
766,21,0.99,3.0
767,44,0.99,3.0
770,50,0.99,3.0
772,35,0.99,3.0
773,60,0.99,3.0
774,47,0.99,3.0
776,32,0.99,3.0
778,57,0.99,3.0
779,3,0.99,3.0
781,62,0.99,3.0
783,55,0.99,3.0
784,61,0.99,3.0
787,47,0.99,3.0
789,36,0.99,3.0
790,30,0.99,3.0
792,27,0.99,3.0
793,10,0.99,3.0
794,31,0.99,3.0
795,50,0.99,3.0
796,62,0.99,3.0
797,61,0.99,3.0
798,28,0.99,3.0
799,44,0.99,3.0
800,55,0.99,3.0
801,51,0.99,3.0
802,30,0.99,3.0
803,57,0.99,3.0
804,32,0.99,3.0
809,28,0.99,3.0
810,62,0.99,3.0
812,8,0.99,3.0
813,59,0.99,3.0
814,36,0.99,3.0
816,26,0.99,3.0
817,2,0.99,3.0
821,25,0.99,3.0
822,40,0.99,3.0
824,66,0.99,3.0
825,39,0.99,3.0
826,25,0.99,3.0
827,17,0.99,3.0
828,25,0.99,3.0
829,61,0.99,3.0
831,44,0.99,3.0
832,55,0.99,3.0
833,47,0.99,3.0
834,39,0.99,3.0
836,54,0.99,3.0
837,41,0.99,3.0
838,22,0.99,3.0
839,66,0.99,3.0
840,30,0.99,3.0
842,36,0.99,3.0
843,8,0.99,3.0
845,31,0.99,3.0
846,24,0.99,3.0
847,40,0.99,3.0
848,24,0.99,3.0
849,36,0.99,3.0
852,39,0.99,3.0
854,32,0.99,3.0
855,19,0.99,3.0
856,66,0.99,3.0
857,62,0.99,3.0
858,24,0.99,3.0
861,50,0.99,3.0
863,40,0.99,3.0
864,37,0.99,3.0
865,47,0.99,3.0
868,8,0.99,3.0
870,59,0.99,3.0
871,47,0.99,3.0
872,65,0.99,3.0
874,47,0.99,3.0
875,65,0.99,3.0
876,2,0.99,3.0
878,61,0.99,3.0
879,50,0.99,3.0
881,62,0.99,3.0
882,3,0.99,3.0
884,10,0.99,3.0
885,47,0.99,3.0
886,60,0.99,3.0
888,63,0.99,3.0
890,2,0.99,3.0
891,10,0.99,3.0
892,8,0.99,3.0
895,37,0.99,3.0
897,47,0.99,3.0
902,60,0.99,3.0
903,59,0.99,3.0
904,30,0.99,3.0
905,19,0.99,3.0
908,55,0.99,3.0
909,66,0.99,3.0
910,35,0.99,3.0
911,66,0.99,3.0
912,35,0.99,3.0
913,26,0.99,3.0
914,36,0.99,3.0
915,28,0.99,3.0
916,22,0.99,3.0
918,30,0.99,3.0
920,19,0.99,3.0
921,61,0.99,3.0
923,57,0.99,3.0
925,54,0.99,3.0
926,59,0.99,3.0
927,51,0.99,3.0
928,24,0.99,3.0
929,57,0.99,3.0
930,62,0.99,3.0
931,47,0.99,3.0
932,47,0.99,3.0
934,36,0.99,3.0
935,60,0.99,3.0
937,57,0.99,3.0
938,59,0.99,3.0
940,30,0.99,3.0
941,26,0.99,3.0
944,3,0.99,3.0
945,40,0.99,3.0
946,57,0.99,3.0
947,37,0.99,3.0
948,50,0.99,3.0
949,39,0.99,3.0
950,63,0.99,3.0
952,31,0.99,3.0
953,57,0.99,3.0
956,51,0.99,3.0
959,40,0.99,3.0
960,35,0.99,3.0
964,10,0.99,3.0
965,39,0.99,3.0
966,24,0.99,3.0
968,24,0.99,3.0
969,7,0.99,3.0
970,37,0.99,3.0
972,8,0.99,3.0
973,30,0.99,3.0
976,36,0.99,3.0
977,40,0.99,3.0
979,47,0.99,3.0
980,28,0.99,3.0
981,61,0.99,3.0
983,66,0.99,3.0
985,62,0.99,3.0
986,7,0.99,3.0
987,40,0.99,3.0
989,36,0.99,3.0
990,47,0.99,3.0
991,60,0.99,3.0
993,39,0.99,3.0
994,59,0.99,3.0
995,40,0.99,3.0
996,7,0.99,3.0
997,39,0.99,3.0
998,50,0.99,3.0
999,24,0.99,3.0
1000,54,0.99,3.0
1001,63,0.99,3.0
1002,40,0.99,3.0
1007,35,0.99,3.0
1008,37,0.99,3.0
1009,41,0.99,3.0
1011,17,0.99,3.0
1012,63,0.99,3.0
1014,26,0.99,3.0
1015,35,0.99,3.0
1016,61,0.99,3.0
1017,37,0.99,3.0
1018,44,0.99,3.0
1021,54,0.99,3.0
1023,22,0.99,3.0
1024,54,0.99,3.0
1028,3,0.99,3.0
1030,17,0.99,3.0
1031,66,0.99,3.0
1034,65,0.99,3.0
1037,62,0.99,3.0
1040,30,0.99,3.0
1043,63,0.99,3.0
1044,28,0.99,3.0
1045,62,0.99,3.0
1047,10,0.99,3.0
1048,41,0.99,3.0
1049,22,0.99,3.0
1051,24,0.99,3.0
1052,36,0.99,3.0
1053,57,0.99,3.0
1054,47,0.99,3.0
1056,17,0.99,3.0
1058,28,0.99,3.0
1059,66,0.99,3.0
1061,51,0.99,3.0
1063,8,0.99,3.0
1064,47,0.99,3.0
1065,40,0.99,3.0
1066,40,0.99,3.0
1067,41,0.99,3.0
1068,63,0.99,3.0
1069,54,0.99,3.0
1072,3,0.99,3.0
1073,10,0.99,3.0
1074,40,0.99,3.0
1075,41,0.99,3.0
1085,41,0.99,3.0
1091,21,0.99,3.0
1092,35,0.99,3.0
1093,57,0.99,3.0
1096,41,0.99,3.0
1097,21,0.99,3.0
1098,10,0.99,3.0
1099,60,0.99,3.0
1101,61,0.99,3.0
1102,55,0.99,3.0
1103,37,0.99,3.0
1106,19,0.99,3.0
1107,8,0.99,3.0
1110,17,0.99,3.0
1112,61,0.99,3.0
1114,54,0.99,3.0
1116,17,0.99,3.0
1117,27,0.99,3.0
1118,35,0.99,3.0
1119,41,0.99,3.0
1120,66,0.99,3.0
1121,60,0.99,3.0
1122,3,0.99,3.0
1123,25,0.99,3.0
1124,61,0.99,3.0
1125,3,0.99,3.0
1126,30,0.99,3.0
1127,35,0.99,3.0
1128,33,0.99,3.0
1129,61,0.99,3.0
1130,35,0.99,3.0
1131,63,0.99,3.0
1132,31,0.99,3.0
1134,10,0.99,3.0
1135,44,0.99,3.0
1136,36,0.99,3.0
1137,63,0.99,3.0
1138,60,0.99,3.0
1140,37,0.99,3.0
1141,19,0.99,3.0
1142,10,0.99,3.0
1143,24,0.99,3.0
1144,2,0.99,3.0
1145,37,0.99,3.0
1146,36,0.99,3.0
1148,19,0.99,3.0
1149,2,0.99,3.0
1150,7,0.99,3.0
1151,25,0.99,3.0
1152,8,0.99,3.0
1154,51,0.99,3.0
1155,24,0.99,3.0
1156,65,0.99,3.0
1158,7,0.99,3.0
1159,17,0.99,3.0
1160,50,0.99,3.0
1161,59,0.99,3.0
1162,21,0.99,3.0
1163,31,0.99,3.0
1164,30,0.99,3.0
1165,59,0.99,3.0
1166,35,0.99,3.0
1170,57,0.99,3.0
1172,37,0.99,3.0
1174,51,0.99,3.0
1178,24,0.99,3.0
1180,40,0.99,3.0
1183,65,0.99,3.0
1184,35,0.99,3.0
1185,37,0.99,3.0
1186,59,0.99,3.0
1187,31,0.99,3.0
1188,47,0.99,3.0
1189,3,0.99,3.0
1191,19,0.99,3.0
1192,27,0.99,3.0
1193,24,0.99,3.0
1197,27,0.99,3.0
1198,19,0.99,3.0
1199,57,0.99,3.0
1201,44,0.99,3.0
1203,17,0.99,3.0
1206,40,0.99,3.0
1210,10,0.99,3.0
1211,54,0.99,3.0
1213,21,0.99,3.0
1216,59,0.99,3.0
1217,66,0.99,3.0
1218,17,0.99,3.0
1219,63,0.99,3.0
1220,17,0.99,3.0
1221,21,0.99,3.0
1222,63,0.99,3.0
1223,65,0.99,3.0
1224,59,0.99,3.0
1227,8,0.99,3.0
1236,27,0.99,3.0
1237,59,0.99,3.0
1238,50,0.99,3.0
1239,61,0.99,3.0
1240,22,0.99,3.0
1241,47,0.99,3.0
1242,63,0.99,3.0
1243,65,0.99,3.0
1244,41,0.99,3.0
1245,17,0.99,3.0
1246,55,0.99,3.0
1247,40,0.99,3.0
1249,60,0.99,3.0
1252,44,0.99,3.0
1253,17,0.99,3.0
1255,30,0.99,3.0
1257,44,0.99,3.0
1259,8,0.99,3.0
1261,40,0.99,3.0
1265,7,0.99,3.0
1266,31,0.99,3.0
1268,57,0.99,3.0
1270,8,0.99,3.0
1271,7,0.99,3.0
1273,65,0.99,3.0
1274,2,0.99,3.0
1277,3,0.99,3.0
1278,3,0.99,3.0
1279,44,0.99,3.0
1280,61,0.99,3.0
1281,7,0.99,3.0
1282,35,0.99,3.0
1283,55,0.99,3.0
1286,51,0.99,3.0
1287,44,0.99,3.0
1288,63,0.99,3.0
1290,25,0.99,3.0
1291,30,0.99,3.0
1292,8,0.99,3.0
1293,32,0.99,3.0
1294,31,0.99,3.0
1295,19,0.99,3.0
1297,61,0.99,3.0
1298,66,0.99,3.0
1299,32,0.99,3.0
1301,54,0.99,3.0
1304,36,0.99,3.0
1305,39,0.99,3.0
1306,36,0.99,3.0
1308,40,0.99,3.0
1309,55,0.99,3.0
1310,2,0.99,3.0
1311,35,0.99,3.0
1313,24,0.99,3.0
1318,3,0.99,3.0
1319,31,0.99,3.0
1323,25,0.99,3.0
1324,24,0.99,3.0
1325,57,0.99,3.0
1326,19,0.99,3.0
1328,24,0.99,3.0
1329,31,0.99,3.0
1330,10,0.99,3.0
1331,65,0.99,3.0
1332,8,0.99,3.0
1333,39,0.99,3.0
1334,28,0.99,3.0
1335,22,0.99,3.0
1336,36,0.99,3.0
1337,66,0.99,3.0
1338,55,0.99,3.0
1340,55,0.99,3.0
1342,10,0.99,3.0
1343,28,0.99,3.0
1344,32,0.99,3.0
1345,60,0.99,3.0
1347,36,0.99,3.0
1348,22,0.99,3.0
1349,63,0.99,3.0
1350,30,0.99,3.0
1351,65,0.99,3.0
1352,59,0.99,3.0
1353,65,0.99,3.0
1355,21,0.99,3.0
1356,17,0.99,3.0
1362,51,0.99,3.0
1363,17,0.99,3.0
1367,40,0.99,3.0
1368,60,0.99,3.0
1370,37,0.99,3.0
1375,37,0.99,3.0
1376,27,0.99,3.0
1379,47,0.99,3.0
1380,19,0.99,3.0
1381,21,0.99,3.0
1382,55,0.99,3.0
1384,59,0.99,3.0
1386,60,0.99,3.0
1387,41,0.99,3.0
1388,60,0.99,3.0
1389,2,0.99,3.0
1390,59,0.99,3.0
1396,65,0.99,3.0
1397,25,0.99,3.0
1398,47,0.99,3.0
1399,62,0.99,3.0
1400,21,0.99,3.0
1402,50,0.99,3.0
1404,35,0.99,3.0
1407,22,0.99,3.0
1408,8,0.99,3.0
1411,57,0.99,3.0
1412,22,0.99,3.0
1413,55,0.99,3.0
1415,57,0.99,3.0
1418,47,0.99,3.0
1422,8,0.99,3.0
1424,55,0.99,3.0
1427,35,0.99,3.0
1428,35,0.99,3.0
1429,63,0.99,3.0
1431,61,0.99,3.0
1434,3,0.99,3.0
1436,7,0.99,3.0
1437,36,0.99,3.0
1440,33,0.99,3.0
1444,31,0.99,3.0
1446,31,0.99,3.0
1447,37,0.99,3.0
1448,8,0.99,3.0
1449,22,0.99,3.0
1451,41,0.99,3.0
1452,27,0.99,3.0
1453,63,0.99,3.0
1456,17,0.99,3.0
1457,30,0.99,3.0
1458,60,0.99,3.0
1462,66,0.99,3.0
1463,2,0.99,3.0
1464,35,0.99,3.0
1465,41,0.99,3.0
1466,24,0.99,3.0
1467,41,0.99,3.0
1470,60,0.99,3.0
1471,47,0.99,3.0
1472,2,0.99,3.0
1473,22,0.99,3.0
1475,63,0.99,3.0
1477,41,0.99,3.0
1478,3,0.99,3.0
1479,22,0.99,3.0
1480,44,0.99,3.0
1484,2,0.99,3.0
1486,36,0.99,3.0
1487,41,0.99,3.0
1489,65,0.99,3.0
1491,36,0.99,3.0
1492,33,0.99,3.0
1493,19,0.99,3.0
1496,47,0.99,3.0
1501,22,0.99,3.0
1502,27,0.99,3.0
1504,2,0.99,3.0
1508,55,0.99,3.0
1509,24,0.99,3.0
1510,63,0.99,3.0
1511,51,0.99,3.0
1514,30,0.99,3.0
1516,10,0.99,3.0
1517,40,0.99,3.0
1519,3,0.99,3.0
1524,66,0.99,3.0
1526,22,0.99,3.0
1527,60,0.99,3.0
1528,55,0.99,3.0
1529,31,0.99,3.0
1531,22,0.99,3.0
1532,66,0.99,3.0
1533,63,0.99,3.0
1538,10,0.99,3.0
1539,21,0.99,3.0
1540,28,0.99,3.0
1543,22,0.99,3.0
1545,10,0.99,3.0
1546,35,0.99,3.0
1549,50,0.99,3.0
1554,21,0.99,3.0
1559,61,0.99,3.0
1560,2,0.99,3.0
1561,61,0.99,3.0
1563,31,0.99,3.0
1564,24,0.99,3.0
1565,60,0.99,3.0
1568,28,0.99,3.0
1569,28,0.99,3.0
1572,51,0.99,3.0
1574,35,0.99,3.0
1576,36,0.99,3.0
1578,44,0.99,3.0
1583,28,0.99,3.0
1585,25,0.99,3.0
1586,57,0.99,3.0
1588,36,0.99,3.0
1591,7,0.99,3.0
1593,33,0.99,3.0
1594,62,0.99,3.0
1595,40,0.99,3.0
1597,51,0.99,3.0
1598,39,0.99,3.0
1599,10,0.99,3.0
1600,3,0.99,3.0
1601,59,0.99,3.0
1602,22,0.99,3.0
1603,26,0.99,3.0
1604,22,0.99,3.0
1605,62,0.99,3.0
1607,31,0.99,3.0
1608,54,0.99,3.0
1610,59,0.99,3.0
1611,37,0.99,3.0
1612,19,0.99,3.0
1613,61,0.99,3.0
1615,19,0.99,3.0
1617,7,0.99,3.0
1619,25,0.99,3.0
1620,3,0.99,3.0
1624,21,0.99,3.0
1625,19,0.99,3.0
1626,24,0.99,3.0
1627,62,0.99,3.0
1628,10,0.99,3.0
1629,26,0.99,3.0
1632,25,0.99,3.0
1633,8,0.99,3.0
1635,62,0.99,3.0
1636,32,0.99,3.0
1638,57,0.99,3.0
1641,25,0.99,3.0
1642,26,0.99,3.0
1644,26,0.99,3.0
1645,8,0.99,3.0
1647,28,0.99,3.0
1649,24,0.99,3.0
1650,7,0.99,3.0
1651,59,0.99,3.0
1652,25,0.99,3.0
1653,19,0.99,3.0
1657,25,0.99,3.0
1659,55,0.99,3.0
1661,33,0.99,3.0
1663,37,0.99,3.0
1665,60,0.99,3.0
1666,2,0.99,3.0
1667,44,0.99,3.0
1668,21,0.99,3.0
1669,33,0.99,3.0
1670,31,0.99,3.0
1671,21,0.99,3.0
1674,25,0.99,3.0
1675,27,0.99,3.0
1678,59,0.99,3.0
1680,19,0.99,3.0
1682,21,0.99,3.0
1683,24,0.99,3.0
1684,57,0.99,3.0
1686,27,0.99,3.0
1688,24,0.99,3.0
1689,55,0.99,3.0
1690,17,0.99,3.0
1693,31,0.99,3.0
1695,54,0.99,3.0
1696,10,0.99,3.0
1697,60,0.99,3.0
1700,61,0.99,3.0
1702,40,0.99,3.0
1703,55,0.99,3.0
1704,47,0.99,3.0
1705,36,0.99,3.0
1707,25,0.99,3.0
1708,61,0.99,3.0
1709,37,0.99,3.0
1710,37,0.99,3.0
1714,30,0.99,3.0
1716,24,0.99,3.0
1718,17,0.99,3.0
1720,59,0.99,3.0
1721,39,0.99,3.0
1722,39,0.99,3.0
1724,8,0.99,3.0
1725,8,0.99,3.0
1726,61,0.99,3.0
1727,59,0.99,3.0
1728,40,0.99,3.0
1729,44,0.99,3.0
1731,51,0.99,3.0
1732,39,0.99,3.0
1735,8,0.99,3.0
1736,17,0.99,3.0
1737,59,0.99,3.0
1738,59,0.99,3.0
1740,37,0.99,3.0
1741,41,0.99,3.0
1742,30,0.99,3.0
1746,32,0.99,3.0
1748,28,0.99,3.0
1750,40,0.99,3.0
1751,2,0.99,3.0
1753,62,0.99,3.0
1754,25,0.99,3.0
1756,31,0.99,3.0
1757,24,0.99,3.0
1758,3,0.99,3.0
1760,10,0.99,3.0
1763,30,0.99,3.0
1764,55,0.99,3.0
1767,8,0.99,3.0
1768,21,0.99,3.0
1770,36,0.99,3.0
1771,19,0.99,3.0
1776,36,0.99,3.0
1777,26,0.99,3.0
1780,62,0.99,3.0
1782,32,0.99,3.0
1783,57,0.99,3.0
1784,60,0.99,3.0
1786,41,0.99,3.0
1787,44,0.99,3.0
1788,37,0.99,3.0
1791,41,0.99,3.0
1792,24,0.99,3.0
1793,66,0.99,3.0
1794,41,0.99,3.0
1796,61,0.99,3.0
1797,8,0.99,3.0
1799,65,0.99,3.0
1800,36,0.99,3.0
1801,21,0.99,3.0
1803,30,0.99,3.0
1806,2,0.99,3.0
1808,55,0.99,3.0
1809,63,0.99,3.0
1810,33,0.99,3.0
1811,27,0.99,3.0
1813,30,0.99,3.0
1816,50,0.99,3.0
1817,31,0.99,3.0
1819,62,0.99,3.0
1820,41,0.99,3.0
1821,54,0.99,3.0
1822,33,0.99,3.0
1823,60,0.99,3.0
1824,26,0.99,3.0
1831,2,0.99,3.0
1834,41,0.99,3.0
1836,41,0.99,3.0
1837,39,0.99,3.0
1839,3,0.99,3.0
1840,24,0.99,3.0
